MARCA_ITV,COUNT
"AEON",1
"APRILIA",45
"BENELLI",170
"BETA",37
"BMW",1254
"BRIXTON",25
"CF MOTO",3
"COLIBRI",2
"DAELIM",151
"DERBI",14
"DUCATI",319
"GAS-GAS",56
"GENERIC",4
"GOES",28
"HANWAY",79
"HARLEY DAVIDSON",234
"HM",7
"HONDA",3507
"HUDSON BOSS",5
"HUSQVARNA",17
"HYOSUNG",23
"INDIAN MOTORCYCLE",29
"JIA JUE",6
"KAWASAKI",720
"KEEWAY",353
"KENROD",3
"KSR MOTO",8
"KSR MOTO AUSTRIA",3
"KTM",353
"KYMCO",2043
"LIFAN",4
"LINTEX",14
"LML",17
"MACBOR",6
"MASH",66
"MH MOTORCYCLES",13
"MONDIAL",39
"MONKEY BIKES",3
"MONTESA",15
"MOTO GUZZI",49
"MV AGUSTA",16
"MX",1
"ORCAL",1
"PEUGEOT",314
"PIAGGIO",1472
"QINGQI",1
"RIDE",39
"RIEJU",93
"RIYA",62
"ROYAL ENFIELD",37
"S.Y.M",739
"SANYOU",36
"SCOMADI",4
"SCORPA",1
"SHERCO",24
"SUMCO",3
"SUZUKI",459
"SWM",4
"TGB",11
"TORROT",1
"TRIUMPH",307
"TRS",4
"UM",11
"VERTIGO MOTORS",7
"VICTORY MOTOR DIVISION",5
"VICTORY MOTORCYCLES",1
"VICTORY MOTORCYCLES DIV",2
"WOTTAN",66
"YAMAHA",3093
"ZHENHUA",6
"ZNEN",6
